order_id,Customer_ID,order_date,total_amount,shipping_address,status
O500999,CUST872727,11/2/2024,3310.67,"0337 Carter Hollow Suite 196, Port Timothyton, GA 17851",Cancelled
O501000,CUST505702,4/8/2024,1505.83,"1906 Rhonda Crossing Apt. 490, Port David, CT 41129",Returned
O501001,CUST440035,5/13/2025,92.42,"7056 Carlos Pines, New Heather, ND 30476",Returned
O501002,CUST014199,12/12/2024,3063.31,"68815 Natasha River Apt. 292, Lake Lisaview, LA 94776",Delivered
O501003,CUST161706,11/23/2023,3646.49,"017 Jacobs Squares Apt. 325, New Jenniferborough, OK 81591",Delivered
O501004,CUST539411,12/18/2024,3392.12,"25185 Amanda Lock, Brownmouth, AR 64698",Returned
O501005,CUST775437,12/14/2023,1244.69,"806 Julie Inlet Suite 381, Lake Tracichester, VT 80164",Cancelled
O501006,CUST248555,8/21/2023,548.71,"03377 Alejandra Spring Suite 497, North Timothy, TX 34434",Returned
O501007,CUST655116,2/1/2024,4392.34,"482 Christopher Parkway, Weissstad, ME 04741",Returned
O501008,CUST121238,11/11/2023,4147.61,"614 Fisher Manors Suite 648, Tuckerhaven, MI 13354",Delivered
O501009,CUST293054,4/5/2024,1699.39,"93060 Paul Gardens Apt. 706, West Jessicahaven, IL 29978",Shipped
O501010,CUST144309,6/12/2024,997.74,"89233 Mary Wells, West Susantown, NM 65974",Shipped
O501011,CUST538030,11/7/2024,421.35,"0848 Ellison Plains Apt. 228, West Christinemouth, TN 76198",Delivered
O501012,CUST651239,3/17/2024,1068.9,"187 Morales Hollow, New Gina, IN 04103",Shipped
O501013,CUST666303,10/17/2024,2873.23,"261 Allison Mount, East Shelby, FL 33962",Returned
O501014,CUST686114,6/2/2024,4361.65,"6409 Miller Key Suite 411, Daviesshire, PA 85381",Shipped
O501015,CUST332445,11/27/2024,3483.54,"531 Lucas Fords Suite 722, Lake Anne, ID 18824",Cancelled
O501016,CUST019559,1/6/2025,2710.58,"5420 Ellis Prairie, New Samanthaberg, NE 16246",Cancelled
O501017,CUST974261,2/5/2025,4695.21,"698 Michael Roads Apt. 938, Krausebury, FL 33085",Returned
O501018,CUST395315,1/27/2024,1803.81,"081 Huber Common, North Lori, MT 97243",Delivered
O501019,CUST248698,5/7/2024,3894.21,"628 Lucas Mews, Thomasmouth, SC 83621",Delivered
O501020,CUST925882,1/8/2024,1529.5,"PSC 7791, Box 3659, APO AE 78859",Returned
O501021,CUST968640,1/28/2024,376.12,"PSC 1260, Box 6389, APO AP 27841",Returned
O501022,CUST417930,11/27/2023,2491.24,"85521 Vasquez Grove Apt. 287, South Steven, MO 42602",Pending
O501023,CUST432694,9/20/2024,2817.63,"37188 Schmidt Plaza, Port Tina, MI 56944",Delivered
O501024,CUST551190,9/23/2023,3584.92,"002 Michael Corner, Kellyton, CA 67935",Cancelled
O501025,CUST966079,5/22/2024,1186.35,"7340 Erica Bypass, New John, AL 31406",Cancelled
O501026,CUST616635,12/5/2024,3274.86,"4974 Chavez Circles, Evansfort, KS 76794",Returned
O501027,CUST536404,1/12/2024,4476.55,"2707 Owens Mill, Hudsonborough, NM 39594",Delivered
O501028,CUST946719,6/17/2024,1574.41,"2319 Robert Vista, Jesseside, TX 91978",Cancelled
O501029,CUST508897,12/13/2023,783.64,"7590 Miller Dale, Port Christy, LA 07743",Delivered
O501030,CUST299878,5/30/2025,4932.72,"098 Alvarado Parks, Edwardstad, LA 03055",Pending
O501031,CUST004562,3/17/2025,659.53,"642 Jacqueline Walks Suite 597, Hodgetown, AR 69055",Returned
O501032,CUST955926,1/6/2024,2034.63,"887 Samuel Key Apt. 170, Travisshire, MS 51031",Cancelled
O501033,CUST618688,6/14/2024,3338.17,"46701 Emily Junctions Apt. 646, Port Lauraton, AL 17400",Shipped
O501034,CUST042501,5/7/2024,263.01,"33563 Christy Fields Suite 562, East Angela, WI 53206",Cancelled
O501035,CUST438371,6/8/2024,4538.34,"75213 Ronald Skyway, Lake Josephborough, ND 83218",Shipped
O501036,CUST414643,12/10/2023,963.79,"002 Margaret Harbor Apt. 501, Smithtown, PA 32238",Delivered
O501037,CUST429998,7/18/2024,2464.18,"1461 Brown Rapids, North Kathryntown, NV 14108",Cancelled
O501038,CUST614810,8/10/2024,2722.02,"668 Warren Village Suite 387, North Joseph, GA 84293",Delivered
O501039,CUST792557,5/21/2024,4402.08,"Unit 7361 Box 0717, DPO AA 54814",Pending
O501040,CUST646522,4/9/2024,2307.43,"0981 Martinez Well Apt. 814, New Sheena, OK 37310",Pending
O501041,CUST747158,5/21/2024,3866.87,"28168 Boyd Island, Port Bryan, SD 20103",Returned
O501042,CUST095724,8/15/2023,3186.96,"2167 Jesse Crossroad Suite 556, Lake Nicole, NY 40440",Returned
O501043,CUST191223,6/4/2024,1388.94,"972 Alexis Harbors Apt. 555, Port Allison, VT 92963",Delivered
O501044,CUST228244,11/26/2023,2402.36,"5838 Thompson Mission Apt. 633, Rodriguezhaven, HI 73627",Delivered
O501045,CUST831654,6/9/2024,2277.02,"8511 Jeffrey Falls Suite 231, Davidshire, UT 58804",Cancelled
O501046,CUST475713,2/6/2025,69.5,"57486 Reese Plain, Port Antoniotown, WV 84750",Shipped
O501047,CUST492683,11/1/2024,1955.88,"5564 Robinson Courts Suite 028, North Ryanberg, FL 50451",Shipped
O501048,CUST078196,4/15/2024,3970.81,"41408 Jeremy View Suite 252, Martinbury, KS 77612",Delivered
O501049,CUST389607,4/15/2025,1049.75,"31407 Hill Road, East Matthew, SD 18415",Delivered
O501050,CUST643601,6/12/2024,2952.08,"Unit 8289 Box 1825, DPO AP 48396",Shipped
O501051,CUST655349,10/28/2023,806.5,"525 Larson Mews, Lake Hannahborough, CT 90057",Returned
O501052,CUST565594,6/11/2024,3863.06,"7497 Jerry Garden Apt. 256, Port Staceyshire, TX 14617",Shipped
O501053,CUST243394,12/25/2024,2067.28,"549 Thomas Spurs Suite 063, Fletcherland, MT 02279",Shipped
O501054,CUST821920,12/27/2024,1789.17,"Unit 2488 Box 2725, DPO AE 07979",Returned
O501055,CUST795660,2/5/2025,1001.48,"9766 Katrina Route Apt. 840, New Claytonshire, MS 19667",Cancelled
O501056,CUST521458,5/5/2025,1155.86,"3730 Oliver Forge Apt. 096, Whiteborough, SD 74744",Delivered
O501057,CUST351883,7/31/2024,2501.62,"346 Alexandria Knoll Suite 440, Kristiberg, NV 54959",Returned
O501058,CUST644175,7/22/2023,3587.77,"78773 Susan Parkways Apt. 088, Lake Terri, ND 91471",Returned
O501059,CUST719425,8/25/2023,4316.05,"68823 Michelle Run Apt. 023, Lake Tiffany, AK 98495",Shipped
O501060,CUST593463,12/20/2024,2960.86,"656 Aguilar Vista Suite 783, Hamiltonstad, CO 71483",Shipped
O501061,CUST119172,8/1/2023,2859.28,"PSC 3920, Box 6158, APO AP 39294",Cancelled
O501062,CUST346384,8/27/2024,4005.93,"867 Turner Neck Suite 074, Port Joseph, DC 23355",Delivered
O501063,CUST286978,5/23/2024,1197.13,"81668 Daniel Crescent Suite 831, New Danmouth, AL 32599",Cancelled
O501064,CUST964812,7/11/2023,2169.14,"USNS Pearson, FPO AE 44537",Returned
O501065,CUST499724,9/29/2024,3804.49,"Unit 5292 Box 5776, DPO AE 38646",Returned
O501066,CUST563949,8/16/2024,2980.78,"PSC 5355, Box 4207, APO AE 08636",Shipped
O501067,CUST576660,8/18/2023,1815.81,"696 Lisa Tunnel Suite 940, Port Kyle, KY 84951",Shipped
O501068,CUST008540,9/11/2023,4412.55,"733 Waller Well Suite 727, Rebeccaton, KS 27392",Cancelled
O501069,CUST916020,7/30/2024,3676.32,"1926 Long Turnpike Suite 175, North Matthew, VT 22807",Pending
O501070,CUST339746,3/21/2025,4008.93,"87558 Hodge Road Apt. 537, Cobbfort, OR 56029",Returned
O501071,CUST703768,1/5/2025,323.63,"9942 Oliver Orchard Suite 142, Port Caitlin, IL 18526",Returned
O501072,CUST334483,10/26/2024,1845.65,"USS Young, FPO AA 74343",Delivered
O501073,CUST660104,2/9/2025,3739.28,"90794 Vazquez Shoal, New Christopherview, ID 72973",Pending
O501074,CUST586316,8/2/2024,2751.73,"82972 Derrick Lake Apt. 044, East Mirandaland, TX 67557",Pending
O501075,CUST461569,5/4/2025,2647.67,"28012 Gilmore Isle Suite 532, Brandonfort, NE 43714",Delivered
O501076,CUST080825,6/22/2024,2312.42,"70546 Kyle Hollow, Lake Scott, SC 82763",Cancelled
O501077,CUST467899,12/2/2024,148.31,"3588 Leslie Plaza, Lake Jennifer, TX 97748",Shipped
O501078,CUST930543,5/28/2024,276.81,"341 Butler Haven Apt. 073, Georgehaven, WI 83460",Returned
O501079,CUST675127,7/1/2024,1791.11,"678 Dustin Road, Thomasborough, ND 37714",Shipped
O501080,CUST302147,3/13/2025,858.16,"Unit 4069 Box 4577, DPO AE 15977",Returned
O501081,CUST600559,2/18/2025,2810.91,"614 Jeffrey Fort Suite 069, Colemanstad, WV 22831",Pending
O501082,CUST129588,7/8/2025,4146.29,"0088 Anna Flat, West Daisy, CA 03050",Pending
O501083,CUST912695,8/9/2023,3566.57,"85610 Griffin Garden Suite 503, South Danielleland, WV 06376",Shipped
O501084,CUST346937,10/15/2024,2720.88,"9761 King Station, Terrybury, IA 34223",Pending
O501085,CUST740796,1/4/2025,2642.41,"44644 Kelly River, Thomasfurt, SC 31881",Pending
O501086,CUST696045,4/7/2024,1382.85,"678 Jeremy Forges, Millsfurt, VA 55257",Delivered
O501087,CUST616289,8/24/2024,2049.13,"62095 Benjamin Junctions Suite 848, Krauseberg, MS 77442",Returned
O501088,CUST255948,3/18/2024,4356.61,"37997 Julie Dale, Garciamouth, NH 46635",Pending
O501089,CUST711373,12/27/2023,2866.71,"Unit 1150 Box 2697, DPO AP 53630",Pending
O501090,CUST137811,4/25/2025,4474.55,"0909 Phelps Plain, West Brianburgh, TX 71711",Returned
O501091,CUST333922,5/20/2025,4857.23,"5181 Susan Ports Suite 648, East Theresa, WI 41156",Pending
O501092,CUST228623,6/21/2025,3966.15,"860 Angelica Plains Apt. 202, Amyville, PA 63721",Cancelled
O501093,CUST029674,9/12/2023,4271.81,"99722 Emily Flats, Angelashire, TX 08728",Shipped
O501094,CUST772783,5/6/2025,2166.89,"PSC 6227, Box 9172, APO AP 99222",Pending
O501095,CUST801507,5/31/2025,4404.92,"4049 Andrade Isle, South Marcusmouth, WA 07192",Shipped
O501096,CUST023231,11/30/2023,3723.06,"968 Greer Lodge Apt. 555, Dawnview, ND 39406",Shipped
O501097,CUST300851,9/24/2023,2955.87,"6856 Katelyn Landing, Carolchester, FL 59773",Pending
O501098,CUST628455,7/4/2025,414.22,"797 Brady Forest Apt. 058, New Lynnmouth, CT 17307",Pending
O501099,CUST957374,3/31/2025,1027.66,"4695 Nicholas Crest, North Curtis, NM 30977",Shipped
O501100,CUST262441,3/23/2025,2816.85,"58706 David Village, Ambershire, VT 87680",Delivered
O501101,CUST994352,10/18/2024,637.15,"86507 Hoover Mission Apt. 369, Campbellmouth, NC 17275",Returned
O501102,CUST155442,12/7/2023,1568.66,"379 Salinas Corner Apt. 934, Hayesstad, LA 38266",Delivered
O501103,CUST417676,10/28/2024,943.01,"5556 Brown Inlet Apt. 441, Grimesbury, VA 33271",Shipped
O501104,CUST356684,1/25/2025,4001.67,"16478 Emma Mill, Port Calebmouth, DC 56596",Shipped
O501105,CUST637402,5/25/2025,1014.88,"472 Kim Loop Apt. 461, Davidburgh, ID 56553",Cancelled
O501106,CUST018228,8/9/2024,4228.1,"79595 Houston Loop, Arnoldburgh, AR 55609",Delivered
O501107,CUST087210,4/2/2025,1472.44,"Unit 8427 Box 9238, DPO AA 71237",Delivered
O501108,CUST314612,5/18/2025,4912.36,"137 George Coves Suite 866, Jasonchester, CO 76929",Delivered
O501109,CUST878848,1/23/2024,2015.67,"32113 Micheal Skyway Suite 035, Bennettborough, FL 73642",Delivered
O501110,CUST718112,2/29/2024,3530.29,"PSC 0434, Box 4990, APO AA 40786",Delivered
O501111,CUST534927,6/9/2024,3438.04,"996 Davis Crest Apt. 142, New Lauraview, NJ 78236",Delivered
O501112,CUST859373,12/13/2023,1010.55,"96818 Marc Causeway, New Robert, AZ 99040",Pending
O501113,CUST676323,6/8/2024,3531.84,"3248 Smith Square Apt. 309, West Joshua, AR 89660",Cancelled
O501114,CUST119244,1/26/2024,487.47,"6322 Michelle Rapids, South Lukeview, GA 97787",Cancelled
O501115,CUST345166,2/24/2024,3392.07,"368 Valerie Haven Apt. 267, Madisonside, WI 35798",Shipped
O501116,CUST627250,12/17/2023,505.74,"49124 Perry Manor, South Leslie, WV 57727",Cancelled
O501117,CUST653068,9/3/2023,3302.01,"77128 Green Greens, Justinland, NM 66838",Cancelled
O501118,CUST141866,9/17/2024,1583.07,"8034 Stafford Villages Suite 260, Yolandaberg, DC 40723",Pending
O501119,CUST281490,10/12/2024,71.41,"583 Ashley Springs, Youngmouth, WA 31432",Shipped
O501120,CUST739148,6/15/2024,2440.53,"60755 Gregory Mount, Kaylamouth, SC 46169",Delivered
O501121,CUST127207,2/8/2024,2733.01,"64617 Luna Place, Port Katherine, SC 08045",Pending
O501122,CUST355128,10/24/2023,2604.73,"96476 Kelly Well Apt. 086, Gonzalezville, MT 28587",Delivered
O501123,CUST658844,1/26/2025,1070.15,"21683 Jones Causeway Suite 631, Danielleside, NH 97428",Delivered
O501124,CUST523927,4/25/2025,4967.43,"380 Malone Squares Apt. 216, Wheelerville, AL 96861",Shipped
O501125,CUST886528,9/19/2024,78.06,"58758 Katherine Haven, South Edwinfurt, AL 65041",Cancelled
O501126,CUST186979,1/9/2024,2381.8,"43588 Kelly Parkways Suite 169, Leroyview, MA 62223",Shipped
O501127,CUST995591,12/15/2024,2717.1,"445 Grant Corners Suite 165, East Jeantown, IA 03016",Shipped
O501128,CUST992715,2/20/2025,2711.61,"870 Eduardo Pike Suite 148, Traceystad, SC 37048",Shipped
O501129,CUST442642,1/31/2024,2053.12,"50808 Martin Flat Suite 852, East Nicole, NH 66640",Shipped
O501130,CUST547479,12/31/2024,4122.54,"5284 Miller Village Apt. 530, Shannonland, AK 11094",Cancelled
O501131,CUST266126,7/23/2023,4636.3,"8589 Nathan Curve, Katiemouth, OK 09829",Returned
O501132,CUST763898,6/9/2024,4669.36,"94114 Evans Islands, Olivermouth, MO 21143",Delivered
O501133,CUST869461,2/25/2024,1960.27,"6677 Carlos Course Apt. 473, Juliemouth, WA 35256",Delivered
O501134,CUST129701,1/3/2024,1460.32,"7732 Sullivan Island Suite 972, Craneton, MD 71601",Shipped
O501135,CUST079854,8/18/2023,1680.66,"52330 Timothy Causeway, New Stephenton, AR 20981",Shipped
O501136,CUST466812,6/9/2025,2893.32,"31734 Leon Ways, Hansonfurt, SD 46049",Cancelled
O501137,CUST280690,9/17/2023,4534.24,"26176 Johnson Cliff Apt. 361, North Jessica, MT 98661",Shipped
O501138,CUST260583,8/13/2023,4015.11,"33736 Jennifer Stream, North Markburgh, TX 57535",Pending
O501139,CUST488369,10/3/2024,1925.6,"101 Reid Villages, New Lori, WI 82345",Returned
O501140,CUST041421,6/8/2024,2062.82,"2360 Jessica View Apt. 948, Justinside, NM 74654",Shipped
O501141,CUST577264,6/4/2024,3596.32,"9051 Richard Gardens Suite 281, Ashleymouth, OR 36699",Cancelled
O501142,CUST728270,3/7/2024,735.01,"Unit 8581 Box 4222, DPO AA 65446",Pending
O501143,CUST203823,6/26/2024,3423.92,"9337 Evans Estates, Marctown, OH 98617",Shipped
O501144,CUST991621,8/15/2024,1859.92,"73668 Dixon Highway, South Jennifer, IL 02102",Cancelled
O501145,CUST183093,1/17/2025,432.83,"407 Knight Street, Lake Andrea, SD 45087",Cancelled
O501146,CUST832400,6/30/2025,3337.51,"0375 Jacqueline Court Apt. 902, West Rhondaberg, CA 52182",Returned
O501147,CUST639234,12/30/2023,4138.52,"70001 Rhodes Lock, Greenton, TX 05946",Cancelled
O501148,CUST921334,1/9/2024,822.7,"868 Huffman Motorway, Flynnmouth, OK 58860",Cancelled
O501149,CUST472384,8/8/2023,179.93,"21610 William Inlet Suite 788, North April, IL 79562",Cancelled
O501150,CUST011405,2/7/2025,187.14,"524 Sims Flat Apt. 091, Rebeccaport, IA 78627",Delivered
O501151,CUST794906,5/16/2024,466.7,"1471 Rhonda Field, West Dustinshire, AR 22925",Returned
O501152,CUST330203,8/5/2024,1871.38,"394 Ware Ford Apt. 607, Changstad, OK 26738",Shipped
O501153,CUST677315,9/8/2024,1032.21,"1045 Lindsey Plaza, Franciscoburgh, DE 86210",Shipped
O501154,CUST859451,1/18/2024,3015.49,"36397 Nathan Bypass Suite 137, South Reginaldview, IA 73069",Returned
O501155,CUST296708,9/1/2023,4627.04,"5349 Webster Heights, Jonesberg, NV 34579",Delivered
O501156,CUST086657,6/8/2024,3603.69,"9988 Irwin Forks, South Stephanieville, WI 55055",Cancelled
O501157,CUST769576,8/11/2024,4327.7,"108 Michele Meadows, Perryville, SD 50922",Cancelled
O501158,CUST025263,3/7/2024,65.98,"706 Travis Roads Suite 621, New Georgefurt, TN 05154",Shipped
O501159,CUST349503,3/1/2025,2882.54,"84177 Alexander Wells, Jensenshire, NH 97501",Delivered
O501160,CUST168541,4/26/2024,2012.98,"427 Reyes Neck, East Charles, NJ 36465",Returned
O501161,CUST359686,10/9/2023,4785.14,"Unit 2376 Box 5037, DPO AE 46420",Returned
O501162,CUST378385,12/26/2024,2139.54,"31924 Day Knolls, West Sylvia, CA 31589",Returned
O501163,CUST086146,11/22/2024,1000.23,"80904 Brock Mount Apt. 971, New Danielhaven, MI 48393",Returned
O501164,CUST872449,9/7/2023,3809.71,"689 Williams Courts, Housefort, AL 81672",Delivered
O501165,CUST018605,11/9/2024,2250.41,"274 Vang Divide, West Donaldtown, CO 11896",Shipped
O501166,CUST555217,3/24/2024,4940.48,"061 Claudia Heights Apt. 230, East Ericborough, NC 08405",Cancelled
O501167,CUST130654,3/21/2025,3237.52,"9002 Scott Glens, West Angela, IA 98657",Returned
O501168,CUST017356,4/15/2024,4950.13,"26541 Elizabeth Meadows Suite 002, Stephanieport, IN 25525",Returned
O501169,CUST932201,8/6/2023,2018.83,"2903 Foster Lane Suite 856, Carlosburgh, VT 86341",Shipped
O501170,CUST253902,1/8/2025,2602.73,"330 Bauer Extensions, Kathrynstad, ID 83090",Cancelled
O501171,CUST033725,11/23/2024,4025.34,"627 Sherman Causeway, Port Craig, PA 50949",Cancelled
O501172,CUST383284,2/18/2025,1753.37,"46058 Smith Cliff, Patrickshire, PA 55556",Shipped
O501173,CUST802222,9/20/2023,1105.95,"40209 Alvarez Fall, Port Robert, MI 39331",Cancelled
O501174,CUST916025,12/4/2024,173.06,"353 Robert Ways, West Jacqueline, ND 13088",Pending
O501175,CUST236828,7/12/2024,526.61,"97105 Daniel Coves Apt. 222, Charlesburgh, OR 21880",Cancelled
O501176,CUST878721,7/13/2024,266.1,"8051 Gardner Light, Porterbury, NJ 18105",Pending
O501177,CUST722301,6/30/2024,3283.03,"300 Davis View Suite 768, Robertland, AZ 06280",Cancelled
O501178,CUST516586,9/28/2023,462.36,"43164 Aaron Ways Apt. 948, Moorechester, PA 31841",Cancelled
O501179,CUST777793,12/15/2024,1876.05,"41799 Aaron Streets, Patrickmouth, MO 25668",Shipped
O501180,CUST999484,1/15/2025,336.52,"90713 Sabrina Club Apt. 508, Port Angela, VA 06543",Pending
O501181,CUST710167,11/21/2024,333.86,"6825 Kathleen Parkway, New Roymouth, SC 67783",Delivered
O501182,CUST599706,2/18/2025,2750.8,"0833 Ana Loaf Apt. 375, Paulstad, IL 96484",Cancelled
O501183,CUST780537,12/28/2023,57.26,"156 Cathy Orchard, New Mary, NM 44466",Pending
O501184,CUST505793,7/8/2024,4483,"66445 Nelson Manor Suite 055, South Craig, NE 06565",Delivered
O501185,CUST415328,5/20/2025,2251.13,"796 Richardson Forge Apt. 936, Gutierrezmouth, OR 35700",Returned
O501186,CUST342352,6/1/2024,426.76,"782 April Ford, Edwardfort, NY 78613",Shipped
O501187,CUST870434,12/15/2023,4639.46,"616 Michael Pass, Zavalaborough, MD 40715",Returned
O501188,CUST247616,7/24/2024,4676.12,"055 Kristen Trafficway Suite 275, Whitehaven, VA 25910",Delivered
O501189,CUST665691,1/1/2025,1539.53,"1483 Elizabeth Fall Suite 438, Cochranstad, CA 89609",Cancelled
O501190,CUST974846,5/28/2025,3259.04,"5158 Taylor Squares Apt. 180, South Richard, IN 87234",Pending
O501191,CUST866654,10/21/2023,1274.32,"723 Murphy Place Suite 507, Whiteheadburgh, OH 90932",Shipped
O501192,CUST512657,10/30/2023,2954.73,"USNS Sosa, FPO AP 79751",Cancelled
O501193,CUST292900,3/30/2025,1338.14,"6180 Bauer Forge Apt. 836, West Kristentown, MA 26168",Shipped
O501194,CUST692341,7/29/2023,819.36,"1327 Mccoy Lake, New Nicholas, WV 37556",Delivered
O501195,CUST705873,6/25/2024,2658.11,"72757 Ramirez Falls Apt. 601, Alexandraside, LA 71027",Returned
O501196,CUST757286,4/24/2024,310.08,"09033 Oconnor Trafficway Apt. 065, South Donaldville, AZ 51716",Delivered
O501197,CUST080821,6/4/2024,3250.11,"253 Brittany Extension Apt. 251, Lake Adam, TX 16801",Returned
O501198,CUST621586,7/26/2023,1204.96,"948 Stephens Land, East Christopherberg, MS 74319",Shipped
O501199,CUST908232,7/16/2024,3806.39,"8896 Beth Underpass Suite 129, Jennaberg, NJ 55722",Cancelled
O501200,CUST106764,7/16/2024,3448.71,"41243 Mark Centers, Woodsburgh, ME 46022",Returned
O501201,CUST274892,11/8/2024,274.47,"7714 Sanchez Courts Suite 849, Ashleeburgh, IL 19180",Returned
O501202,CUST550782,2/25/2025,3392.32,"7464 Villanueva Lodge Apt. 294, Richardsonshire, ND 21941",Returned
O501203,CUST804857,8/2/2023,1011.88,"7849 Sarah Views Apt. 295, East Benjamin, UT 75993",Cancelled
O501204,CUST340771,12/28/2023,824.58,"USS Brown, FPO AE 62929",Cancelled
O501205,CUST523081,5/23/2024,4218.07,"58795 Jerry Squares Suite 528, Rebeccafort, NC 38297",Shipped
O501206,CUST073714,11/7/2024,3883.46,"USNS Robinson, FPO AA 02196",Delivered
O501207,CUST633767,3/28/2024,2320.53,"31925 Raven Road Suite 506, Tammyborough, WA 61691",Pending
O501208,CUST498245,7/10/2024,3501.58,"04793 Sandoval Route, New Darren, OR 73805",Returned
O501209,CUST613772,5/24/2024,1124.93,"41368 John Extensions Suite 953, Pricemouth, CT 41796",Returned
O501210,CUST808104,12/18/2024,2355.72,"85206 Blake Parkway, East Davidfort, MA 97023",Shipped
O501211,CUST388094,10/29/2024,2975.46,"6411 Patricia Forges Suite 810, Greeneside, ID 39914",Returned
O501212,CUST743236,4/29/2025,710.11,"4977 Jorge Coves Suite 997, North Amber, HI 89816",Delivered
O501213,CUST219265,3/27/2024,339.48,"706 Sanchez Green Suite 136, Evansshire, WI 86217",Delivered
O501214,CUST783731,1/22/2024,4156.12,"PSC 7483, Box 7629, APO AA 49013",Shipped
O501215,CUST015889,5/20/2025,1493.55,"0289 Riddle Summit Apt. 537, New Anthonystad, RI 79109",Shipped
O501216,CUST447751,9/28/2023,3040.76,"9442 Perry Pines, Charlesville, RI 73546",Cancelled
O501217,CUST104617,11/28/2024,4199.36,"95212 Bishop Curve Apt. 055, North Ginafort, OK 31842",Delivered
O501218,CUST414067,11/18/2023,1557.61,"9094 Yvonne Square Apt. 943, Kurtmouth, ID 54741",Delivered
O501219,CUST916902,11/23/2023,3895.61,"8805 Natalie Mill, Port Savannah, ND 41541",Shipped
O501220,CUST357321,2/22/2025,895.3,"49429 Jason Port Apt. 939, Ronaldland, WV 71737",Pending
O501221,CUST785469,3/31/2024,3457.37,"USS Rodriguez, FPO AP 12048",Delivered
O501222,CUST508176,7/24/2023,4983.9,"2805 Gwendolyn Corners Suite 267, Landrychester, VT 50043",Delivered
O501223,CUST846832,12/21/2024,3617.93,"405 Maxwell Gardens, East Catherine, NH 88111",Cancelled
O501224,CUST267040,7/12/2024,3367.48,"252 Jenny Extensions Suite 593, Port William, KY 56706",Shipped
O501225,CUST494638,8/6/2024,711.83,"706 Arellano Lock, Terrellton, HI 15778",Shipped
O501226,CUST594654,8/19/2023,2404.55,"52407 Robinson Burgs, South Lisaland, MI 11407",Delivered
O501227,CUST881247,5/18/2024,408.5,"2350 John Isle, Katelyntown, RI 25962",Pending
O501228,CUST437148,3/19/2024,2775.52,"96479 Howell Crossroad Apt. 542, Port Maria, NC 94763",Shipped
O501229,CUST242237,5/8/2024,3646.53,"Unit 2129 Box 3653, DPO AA 48568",Shipped
O501230,CUST012738,10/6/2024,1697.99,"7072 Steven Lakes Suite 413, Port Renee, MT 44641",Pending
O501231,CUST780001,12/3/2023,1653.14,"84060 Walton Hollow Apt. 974, Adamfort, TX 61830",Shipped
O501232,CUST532885,5/9/2025,1330.67,"81758 Christina Cliffs Suite 658, Annestad, IA 23787",Pending
O501233,CUST423334,8/17/2023,4052.45,"0596 Snow Overpass Suite 993, Port Kurtfort, WA 92618",Delivered
O501234,CUST320664,2/22/2025,128.12,"99923 Vega Radial, Port Michaelport, GA 34078",Cancelled
O501235,CUST476422,3/18/2025,2622.92,"99160 Michael Run, Hollandbury, MT 91865",Cancelled
O501236,CUST825901,4/29/2025,3720.39,"389 Harris Wall, North Albert, NY 65916",Cancelled
O501237,CUST937554,9/21/2023,4724.54,"98955 David Lodge Suite 550, Lake Jasmine, IN 84136",Pending
O501238,CUST638151,2/12/2024,308.4,"6749 Smith Wall, Port Marcusbury, MN 66000",Pending
O501239,CUST053065,12/21/2023,1752.13,"861 Velazquez Throughway, Edwardstown, IL 07685",Returned
O501240,CUST039489,4/30/2024,2738.19,"Unit 0762 Box 1851, DPO AE 94617",Pending
O501241,CUST413733,10/4/2024,4244.65,"2170 Rebecca Mews, Davidburgh, MD 24350",Returned
O501242,CUST644881,6/20/2024,686.48,"37843 Santos Divide Suite 329, Lake Patrickland, VA 99508",Delivered
O501243,CUST174307,5/21/2024,2480.53,"165 Zachary Well, North Molly, IN 45577",Delivered
O501244,CUST745620,10/24/2024,1744.53,"868 Kristine Islands Suite 063, Williamsborough, CO 82916",Returned
O501245,CUST672379,11/28/2024,3634.63,"7578 Mckenzie Wells Suite 598, Crystalview, ID 89100",Pending
O501246,CUST680481,5/2/2025,4254.8,"82249 Hendricks Plain Apt. 440, Smithhaven, IN 61533",Delivered
O501247,CUST554365,10/29/2023,3014.61,"60103 Brendan Union Suite 016, Mooreport, KS 16554",Shipped
O501248,CUST050560,2/22/2025,655.01,"6463 Long Rapids, Williamsview, CA 58486",Cancelled
O501249,CUST763470,8/11/2023,4587.8,"476 Renee Shoal Apt. 897, North Michael, LA 13969",Shipped
O501250,CUST158845,2/17/2024,3713.76,"3641 Ramirez Cliffs Apt. 852, Michelleton, WY 25021",Delivered
O501251,CUST601587,9/28/2023,2237.99,"PSC 0660, Box 2376, APO AE 75998",Pending
O501252,CUST520450,12/15/2023,1309.29,"702 Caitlin Squares Apt. 035, Markview, AR 98781",Returned
O501253,CUST136739,2/19/2024,3720.79,"1899 Perez Plaza, Andersonstad, KS 05983",Shipped
O501254,CUST235999,2/27/2025,3141.78,"4514 Walker Locks Suite 356, West Vanessa, IN 62982",Returned
O501255,CUST203685,12/6/2023,1026.16,"56499 Perry Throughway Apt. 880, Lake Josephside, GA 50528",Delivered
O501256,CUST612842,9/22/2024,2219.84,"91461 Turner Trace, Sandersshire, MI 22549",Delivered
O501257,CUST923180,9/25/2023,794.43,"025 Navarro Hills, Sharonberg, MT 71895",Returned
O501258,CUST080384,7/13/2023,117.49,"PSC 1897, Box 1871, APO AP 15066",Delivered
